2|5|^|1|0|7|10|1|6|3|0|0|0|0|0|4|1|0
3|573|+|300|0|9|11|1|8|3|0|0|0|0|0|5|1|0
8|139|-|628|0|15|15|7|8|5|19|0|0|0|0|19|1|0
20|382|*|2|0|6|18|2|4|3|105|0|0|0|0|33|1|0
13|499|*|19|0|6|17|4|2|3|93|0|0|0|0|12|1|0
14|926|*|46|0|14|16|4|10|4|94|0|0|0|0|15|1|0
15|335|/|401|0|15|8|4|11|5|95|0|0|0|0|18|1|0
16|9|^|5|0|9|24|5|4|5|96|0|0|0|0|21|1|0
14|926|*|46|0|14|16|6|8|5|94|0|0|0|0|15|1|0
